,Verb,ObjKeyword,ObjSent,Rating,SbjKeyword,SbjSent,Message,Count
0,be,private lounge,positive,good,concierge desk,positive,Right behind the concierge desk is the private lounge that serves an extensive continental breakfast and then has a variety different offerings throughout the day ,1
0,be,food,positive,good,service,neutral,Service is impeccable and the food excellent ,1
0,be,tables,neutral,good,cruise,negative,Not many folks on our cruise were buying drinks on our cruise sometime only one or two tables in an entire lounge ,1
0,buy,drinks,neutral,good,cruise,negative,Not many folks on our cruise were buying drinks on our cruise sometime only one or two tables in an entire lounge,1
0,be,wife,neutral,bad,night,positive,The first night in the dinning room the steak was so tuff my wife ,1
0,be,international cruiser,neutral,good,breakfast,positive,The breakfast and lunch buffet choices were vast and diverse with the international cruiser ,1
0,say,variety,positive,good,,neutral,I say that we always enjoyed HOT food plenty of variety great service More ,1
0,be,personal favorites,neutral,good,hazelnut,positive,The hazelnut and coffee flavors were my personal favorites ,1
0,do,ice,positive,good,gino,neutral,Gino did a great job of keeping our cabins clean and stocked with ice ,1
0,be,food,neutral,good,,negative,The ONLY negative was the food ,1
0,be,variety,positive,good,dinning experience,positive,The dinning experience was great plenty of variety ,1
0,serve,,neutral,good,dinning experience,positive,The dinning experience served hot ,1
0,be,wonderful selection,positive,good,food,neutral,The food was a wonderful selection of both healthy and decadent selections ,1
0,be,,neutral,bad,dining table,positive,our waiter on the dining table was very good ,1
0,allow,shop,positive,good,deck,neutral,you around each deck allowing you to meander in a relaxing stroll through the shop lounge and dinning areas ,1
0,tend,plenty,positive,good,,neutral,We tended to stay in the Yacht Club area which has plenty of room the top sail lounge and the pool deck are fantastic ,1
0,be,,negative,bad,buffet,neutral,The buffet is overly crowded ,1
0,served,breakfast,neutral,bad,pizza,negative,Poor tasting even the pasta pizza on an Italian ship Served a burnt kipper for breakfast ,1
0,do,bars,negative,good,,neutral,We did not like the liquid soap dispensers with very diluted soap and bought bars of soap in Tortola ,1
0,be,,negative,bad,meat,neutral,Their meat is the worst ,1
0,think,quality,negative,bad,,neutral,I thought the food was mostly bland with little real variety of choice and quality ,1
0,mean,wrong meals,negative,bad,staff,negative,The lack of training of staff who served drinks and food meant that they were often rude and incompetent serving wrong meals ,1
0,tick,,neutral,bad,wine waiter,positive,a wine waiter started to tick me ,1
0,make,time,negative,bad,relations,negative,Bad customer relations made any complaining feel a waste of time ,1
0,feel,time,negative,bad,relations,negative,Bad customer relations complaining feel a waste of time ,1
0,be,meat,negative,bad,food,neutral,Food in the buffet resturant was not good quality with cheap cuts of meat ,1
0,be,bad qualtiy,negative,bad,food,neutral,food was of very bad qualtiy ,1
0,make,,neutral,bad,food,negative,Evening resturant had friendly staff but food was of very bad qualtiy makes me ,1
0,warn,quality,negative,bad,,neutral,i must WARN that MSC have confirmed in writing that they take no responsibility for the trips they sell and do not guarantee the quality ,1
0,do,star restaurants,negative,good,,neutral,I didn't do what 5 star restaurants that many of the negative reviewers regularly eat at ,1
0,know,star restaurants,negative,good,,neutral,I didn't know what 5 star restaurants that many of the negative reviewers regularly eat at ,1
0,choose,menu,neutral,good,plenty options,positive,plenty options to choose from the 5 or 6 coarses offered on the menu ,1
0,be,,neutral,good,lunch,positive,Lunch and breakfast menus for the most part were the same each dayeven in the dining room,1
0,be,company,positive,good,dinner,neutral,My dinner companionsLindaPamelaCathyBettyand Bill were nice and great company ,1
0,surprise,morningand,positive,good,boston,neutral,to see on my 7 hour shore excursion to Boston the next day surprised a nice guy Jimwho I met at breakfast one morningand ,1
0,tell,,neutral,bad,food,negative,where the problems were and why the food was late luke lukewarm and not very good to tell us ,1
0,be,princess,neutral,bad,divina,positive,Divina's speciality dining would be similar to other cruise lines only to find out that there was absolutely nothing in common with RCL Celebrity Princess or Carnival ,1
0,read,ship,positive,good,,neutral,I have read plenty of reviews of this ship and this cruise both extremely positive and completely scathing ,1
0,have,espresso machine,neutral,good,bar,negative,EVERY bar has an espresso machine ,1
0,make,classic coffee drinks,positive,good,,neutral,alcoholic can make as well as classic coffee drinks ,1
0,speak,,neutral,good,restaurant waiters,positive,Restaurant waiters were friendly spoke passable English ,1
0,be,,negative,bad,menu,neutral,The American side of the menu was so unappetizing that you really did not want to choose anything ,1
0,be,meals,positive,bad,breakfast food,neutral,The breakfast food was the best of the meals ,1
0,be,,positive,good,person,neutral,The drinks package at 20 Euros per day per person was well worth it ,1
0,cover,tea,positive,good,package,neutral,The package covered most drinks as well as ice creams tea coffee and cocktails ,1
0,enjoy,vegetables,positive,bad,,neutral,You can also enjoy fresh cooked to order satay dishes vegetables stirfry's etc Delicious gelato ,1
0,be,,neutral,bad,expensive alcoholic drinks,negative, Expensive alcoholic drinks 2nd Sittingdining is ,1
0,be,good food,positive,bad,,positive,What makes me happy is good food and attentive service ,1
0,get,,neutral,good,dinner,positive,we had breakfast and lunch in the buffet and dinner in the restaurantit did get in the buffet restaurant,1
0,be,,negative,bad,food,neutral,The food in the buffet was soso ,1
0,be,tables,neutral,bad,dining rooms,positive,Dining rooms are packed with tables ,1
0,provide,menu,neutral,bad,work,negative,more work for waiters who didn't didn't provide any explanation about the dishes on the menu ,1
0,be,lamb,neutral,bad,,negative,The worst was rack of lamb ,1
0,be,cruise line,neutral,bad,bar service,negative,The bar service was the best on any cruise line ,1
0,eat,nicer restaurant,positive,bad,,neutral,you can eat a nicer restaurant ,1
0,be,,negative,bad,food,neutral,the food was undercooked and inedible ,1
0,be,drink,negative,bad,,neutral,she was rude to find that we only wanted one drink ,1
0,serve,performance,neutral,bad,drinks,negative,no drinks allowed or served in the theater which I have to say were good shows however the same tricks each performance ,1
0,shop,,neutral,bad,areas,positive,plenty of other areas available and the lido deck shopping ,1
0,be,people,neutral,bad,areas,positive,plenty of other areas available and the lido deck was in desperate need of more areas for people ,1
0,do,cocktails,positive,good,,neutral,we did enjoy the sparkling wine and cocktails ,1
0,enjoy,cocktails,positive,good,,neutral,we did enjoy the sparkling wine and cocktails ,1
0,be,,neutral,bad,bar prices,negative,Bar prices were very expensive with a mandatory More ,1
0,straighten,,neutral,good,rooms,positive,meals cooked and rooms straighten ,1
0,be,food items,positive,good,,neutral,everything was very clean with a nice selection of food items from fresh fruit ,1
0,find,grill,positive,good,,neutral,I found the buffet to have a great selection from pizza to off the grill to soupssaladsfruit and wonderful desserts ,1
0,be,,neutral,good,muse,positive,Pasta is fresh made on board and the food in the Muse the private dining room for Yacht Club guests was outstanding ,1
0,be,bar,negative,good,,neutral,we were n't going to let it ruin our cruise so we just headed off to the bar ,1
0,let,bar,negative,good,,neutral,we weren't going to let it ruin our cruise so we just headed off to the bar ,1
0,be,people,positive,good,food,neutral,1 Food This is an important part of the cruising experience for most people ,1
0,be,food,positive,good,drinks package,neutral,The drinks package is extremely good value the entertainment first class and the food and service in the restaurant fine ,1
0,think,desserts,positive,good,,neutral,I thought that the pasta dishes were delicious and I loved their desserts ,1
0,say,food,positive,good,,neutral,That said the food was excellent and as MSC was offering such a good deal ,1
0,have,breakfast,negative,good,,neutral,we proceeded to have our breakfast lunch and dinner in the buffet restaurant but unfortunately everything was cold and continued to be cold for the duration of the cruise ,1
0,have,israel,positive,good,,neutral,We had a lovely time and thoroughly enjoyed Turkey Greece and Israel ,1
0,serve,deserts,neutral,bad,main mealsno veg,negative,poor main mealsno veg served few deserts ,1
0,be,,neutral,bad,foodnoisy,negative,loads of foodnoisy and monopolised most of the main seatingThe main restaurants were more civilisedand you are More ,1
0,order,good wine,positive,good,,neutral,you can order a carafe of house wine which is approx 6 glasses and very good wine ,1
0,be,,negative,bad,bar service,negative,Bar service was dreadful ,1
0,make,drinks,neutral,bad,bar men,negative,one of the bar men would make the drinks ,1
0,be,people,neutral,bad,bar,negative,the bar was heaving with people ,1
0,heave,people,neutral,bad,bar,negative,the bar was heaving with people ,1
0,serve,,neutral,good,coffee,negative,no tea or coffee served ,1
0,be,,negative,bad,pasta,neutral,an Italian cruise liner and the pasta was horrendous over cooked and sticky ,1
0,be,,neutral,bad,coffee,negative,coffee nasty and eggs were snotty ,1
0,be,bland fish,negative,bad,menu,neutral,Menu was quite bland fish ,1
0,be,safe bet,positive,bad,bland fish,negative,quite bland fish seemed to be a safe bet ,1
0,try,buffet,negative,good,,neutral,we tried to avoid the buffet ,1
0,have,great service,positive,good,,neutral,we had an excellent table location great service very good meals ,1
0,be,fishseafood,neutral,good,best entrees,positive,The best entrees were fishseafood the weakest ,1
0,be,,neutral,good,desserts,positive,The appetizers desserts were very good ,1
0,do,food,positive,good,staff,neutral,The staff did an excellent job of keeping food moving ,1
0,be,,neutral,good,variety,positive,The food quality and variety at the buffet was fantastic ,1
0,be,,neutral,good,board,positive,Board and enjoying our firstdrinks within the hourThe terminal at Venice is very More ,1
0,have,tables,positive,good,,neutral,they have a very nice private poker room with 3 tables ,1
0,be,hot dog rolls,neutral,bad,midnight buffet,positive,Midnight buffet was hot dog rolls ,1
0,be,,neutral,bad,coffee,positive,Coffee tea and salad was delicious ,1
0,be,,negative,bad,board,neutral,The food on board was very boring and tasteless ,1
0,be,,positive,bad,bar staff,neutral,Most of the bar staff were lovely too always smiling and helpful ,1
0,be,,neutral,good,pizza,positive,the pizza at the buffet was awful ,1
0,offer,great selection,positive,good,,neutral,We offering a great selection of dishes ,1
0,be,package,neutral,good,brands,positive,champagne and highly priced brands of whiskey brandy are not included in the package ,1
0,include,package,neutral,good,brandy,positive,the really expensive wines champagne and highly priced brands of whiskey brandy didn't included in the package ,1
0,be,night,positive,good,food,neutral,the food was great a large range of food and something different every night ,1
0,be,,negative,bad,dinner,neutral,Dinner comparing with other cruise line I have been is very poor ,1
0,contain,fancy names,neutral,bad,dinner menu,positive,Dinner menu contains fancy names ,1
0,get,baked alaska,positive,good,tiramisu,neutral,The Tiramisu gets a better welcome than the Baked Alaska ,1
0,be,foods,positive,good,breakfast buffet,positive,The breakfast buffet was delicious and offered a wide assortment of foods ,1
0,offer,foods,neutral,good,breakfast buffet,positive,The breakfast buffet offered a wide assortment of foods ,1
0,give,,neutral,bad,glass,positive,a deck plan page that you needed a magnifying glass to read were given We ,1
0,serve,proscuitto,neutral,bad,raw bacon,negative,raw bacon was served as either Bacon Proscuitto Speck ham or just ham ,1
0,have,pictures,neutral,bad,raw bacon,negative,just raw bacon have pictures ,1
0,find,food,negative,good,,neutral,we personally found the choice of food a little disappointing as it was mainly pastapizzabread choices with little 'red' meat ,1
0,lack,factor,positive,good,dinner choices,positive,Dinner choices lacked the usual 'wow' factor of formal dining ,1
0,be,,neutral,good,water,negative,a little surprising that water be purchased as bottled ,1
0,have,cruise,negative,bad,area,neutral,the area near my cabin had a smell of raw sewage for most of the cruise ,1
0,serve,,neutral,bad,coffee,negative,no coffee or tea served at the table,1
0,be,msc,negative,bad,concern,negative,My first concern was the body odor from the staff it was so bad that we had to move tables to get new waiters at dinner and it seemed to be an issue with most of the staff during the ten daysIt seems that MSC does not provide its people with a hygiene class most of them smelled so bad ,1
0,be,dining,neutral,bad,biggest grip,negative,My biggest grip is with dining ,1
0,close,,neutral,bad,breakfast buffet,positive,the breakfast buffet closes ,1
0,say,horrible room service,negative,bad,,neutral,you say to the horrible room service ,1
0,mean,bar,negative,bad,,neutral,I didn't mean bar brinks i mean ice tea or juice ABSURD ,1
0,make,amazing cocktails,positive,good,crew,neutral,the crew can make the most amazing cocktails ,1
0,be,,neutral,good,shopping,positive,Onboard the shopping dining recreation entertainment and accomodation areas were tasteful and well appointed ,1
0,be,birthday,positive,good,,neutral,It was a treat to listen to the birthday songs in different languages at dinners ,1
0,be,,neutral,good,meals,positive,Dinning Buffet meals were adequate ,1
0,surprise,,neutral,good,online,positive,to find our selection of drinks was far greater than we read online surprised We ,1
0,be,bad language barrier,negative,bad,forthere,neutral,Water ice cream are both items you must pay forThere is a really bad language barrier ,1
0,be,money,negative,bad,internet service,neutral,The internet service was a waste of money ,1
0,be,buffet,neutral,bad,breakfast,positive,both breakfast or lunch was just a buffet ,1
0,be,alcohol,neutral,bad,bar drinks,negative,Bar drinks are lacking a major ingredient alcohol ,1
0,lack,alcohol,neutral,bad,bar drinks,negative,Bar drinks are lacking a major ingredient alcohol in any quantity enough to have it taste like a drink ,1
0,feel,bar,negative,bad,,neutral,I felt sorry for the bar ,1
0,shove,foodi,neutral,bad,people,negative,crowded and people shoved to get to the foodI had a pair of tongs litterally snatched from my hand as I reached for the bread rolls ,1
0,get,foodi,neutral,bad,people,negative,crowded and people shoved to get to the foodI had a pair of tongs litterally snatched from my hand as I reached for the bread rolls ,1
0,have,ports,positive,bad,,neutral,it has all been said beforeOn the positive side the cabin and bar staff were fantastic and very friendly I enjoyed the ports of call and the shore excursions ,1
0,be,water,neutral,bad,fine,positive,the fine and good endsThere was an extra charge for even a glass of water plus the 15% gratuity ,1
0,get,information,neutral,bad,boardwe,negative,No soft drinks or even water could be brought on boardWe got NO information about the ports that we would visit ,1
0,find,,neutral,bad,food,positive,The usual abundance of food found on such cruises,1
0,be,,neutral,bad,food,positive,The usual abundance of food found on such cruises was true here ,1
0,be,,negative,bad,dining experience,neutral,The dining experience is the worst of any we've ever had ashore or afloat ,1
0,be,worst thing,negative,bad,lobster,neutral,The lobster was the worst thing ,1
0,be,cruise,negative,bad,food,neutral,The food was the worst I have ever had on a cruise ,1
0,print,,neutral,good,information,positive,all information such as dinner seating time and any drink packages are printed on your cabin card,1
0,be,good quality,positive,bad,breakfast,neutral,Breakfast was a buffet that was of a good quality ,1
0,be,,negative,bad,desserts,neutral,the desserts were very poor ,1
0,be,bread rolls,neutral,bad,coffee,positive,tea and coffee was served with bread rolls ,1
0,cost,duty,neutral,bad,bar,negative,An average drink at the bar would cost in excess of 5 and a bottle of duty free wine at the table or in the bar was about 20 euros ,1
0,be,dogs,neutral,bad,lunch buffet,positive,Lunch buffet is burgers and dogs or ,1
0,find,salad slop,negative,bad,,neutral,I to find a choice of runny egg salad slop runny tuna salad slop and runny chicken salad slop ,1
0,be,,neutral,bad,dining room staff,positive,general cleaning staff and dining room staff were terrific ,1
0,feel,hands,negative,bad,college,neutral,I took Microbiology in college and I feel a little hesitant about cruise buffets where passengers are handling the utensils after sneezing or coughing into their hands and then they lay the utensils across the food itself ,1
0,be,,negative,bad,food quality,neutral,Food quality was very poor ,1
0,be,previous cruises,negative,bad,,neutral,I am glad we tried another cruise line it has made us realise that the so called budget end has a lot going for it especially the food the previous cruises had us looking forward to our evening dining experience I am afraid this one had us dreading it ,1
0,include,lobby,neutral,good,great buffet breakfast,positive,a great buffet breakfast included as well as free use of computer in the lobby ,1
0,be,food,neutral,good,distance,positive,Within walking distance was a little place called Just About Food for a great lunch ,1
0,have,dinners,positive,good,,neutral,we had dinners overlooking the water at Bahia Cabana both evenings great food in nice location ,1
0,be,,neutral,good,restaurant,positive,Breakfast in restaurant was good ,1
0,be,breakfast,neutral,good,coffee,positive,Coffee and juices are served at breakfast ,1
0,serve,,neutral,good,coffee,positive,Coffee and juices are served ,1
0,be,,negative,bad,food quality,neutral,food quality was all poor ,1
0,be,holiday camp,negative,bad,,neutral,it was more of a floating poor quality holiday camp ,1
0,be,,neutral,bad,dining room staff,positive,the dining room staff was ,1
0,experience,,neutral,bad,dining room staff,positive,the dining room staff very experienced ,1
0,be,kids,neutral,bad,dining,positive,All the seasoned and experienced dining and staff personnel were replaced by kids in their 20's ,1
0,be,,positive,good,food,neutral,The food was absolutely amazing and me ,1
0,be,cups,negative,bad,number,positive,a number of occasions at breakfast there were no cups no tea bags empty hot food trays ,1
0,be,high quality,neutral,good,dinning room,positive,Breakfast in the dinning room was the same hot high quality ,1
0,be,ordeal,neutral,bad,wine,positive,a bottle of wine in one's cabin was another ordeal ,1
0,end,,neutral,bad,breakfast,positive,The dining arrangements weresit down breakfast ended ,1
0,be,,neutral,bad,cuisine,positive,most of the cuisine was ,1
0,be,,positive,bad,restaurant,neutral,The restaurant and bar staff were very helpful and friendly ,1
0,be,,neutral,bad,bottle,positive,A bottle of warm water cost 230 and 400ml draft beer was 490 ,1
0,keep,,neutral,good,water,positive,Good supply of water and cabin service staff kept everything ,1
0,be,,neutral,good,midnight buffets,positive,Midnight buffets were excellent ,1
0,be,extensive choice,positive,good,buffet,neutral,The Buffet was excellent and extensive choice ,1
0,wait,,neutral,good,drinks,positive,our preferred drinks would be waiting for us ,1
0,be,pizza,positive,bad,,neutral,we were pleased with the pizza on the first day ,1
0,be,poor quality,negative,bad,food,neutral,All the food especially the meat was very poor quality ,1
0,be,school dinners,negative,bad,food,neutral,The food was absolutely terrible worse than school dinners ,1
0,have,repetative musicians,neutral,bad,bars,negative,bars had repetative musicians ,1
0,have,water,positive,bad,ship,neutral,the front of the ship on deck 13 have an amazing view of the water ,1
0,be,good standard,positive,good,food,neutral,The food in the buffet was plentiful and of a good standard ,1
0,say,decisions,neutral,good,,negative,Cant say enough about the buffet on this shipvery largeit continues all the way back where you can find different offerings So be sure to check it all out before making any decisionsthe pasta station is More ,1
0,be,,negative,good,lobster,neutral,The lobster that was served on the last Gala evening was mushy and unappetizing ,1
0,be,luke,positive,good,food,neutral,The food in the buffet area was luke warm at best ,1
0,cause,foodborne illnesses,neutral,good,luke warm food,positive,Luke warm food can cause foodborne illnesses ,1
0,be,major disappointment,negative,bad,food,neutral,the food was a major disappointment ,1
0,expect,vacation,positive,good,,neutral,we didn't expect everything to be like the US we enjoy good food and service and typically vacation in nice resorts and hotels RitzCarlton etc ,1
0,be,,neutral,good,food,negative,fatty meat and hot food is cold ,1
0,be,,neutral,good,entree,positive,A Excellent service a full menu with appetizer soup pasta entree dessert courses food was tasty ,1
0,be,excellent choices,positive,good,service,neutral,service was prompt excellent choices ,1
0,has,,neutral,good,dishes,positive,some of the dishes we enjoyed has here,1
0,be,food,neutral,bad,misses,negative,Misses were a good portion of the food ,1
0,stack,,neutral,bad,formal dining rooms,positive,The formal dining rooms stacked over each other ,1
0,do,plates,positive,bad,crew,neutral,the crew did a great job of cleaning up the plates which helped with the crowds and table availability ,1
0,allocate,main dining rooms,neutral,good,suite,positive,Suite and balcony cabins guests are allocated to the La Pergola Restaurant one of two main dining rooms on the ship ,1
0,say,restaurant,positive,good,,positive,nice And I have to say we really loved the food and service in the restaurant ,1
0,be,,neutral,good,presentation,positive,the quality of the food and the presentation was excellent ,1
0,be,,neutral,good,buffet breakfast,positive,the buffet breakfast can be stressfull ,1
0,have,,neutral,good,quality,positive,The quality of the burgers have improved a lot ,1
0,be,,neutral,good,pooldeck,negative,The bars on the the pooldeck are ,1
0,be,cruise lines,neutral,bad,breakfast buffet,positive,The breakfast buffet was equal to the other cruise lines ,1
0,be,,positive,bad,night,neutral,The pizza at night was pretty good ,1
0,be,deck,neutral,good,coffee,positive,Coffee tea and herbal teas with fresh lemon was available at various points around deck 13 ,1
0,be,,negative,bad,food,neutral,The food was the worst I've ever tasted my 13 year old ,1
0,have,delicious dinner,positive,good,,neutral,We had a delicious dinner ,1
0,be,service,positive,good,food,neutral,the food was excellent plentiful and service faultless ,1
0,be,,neutral,good,bar staff,negative,The bar staff were friendly ,1
0,try,burgers,positive,good,mark,neutral,Mark tried the burgers and enjoyed them ,1
0,be,food,neutral,good,real improvement,positive,The real improvement for me was the food ,1
0,suggest,,neutral,good,dinner,positive,lunch and dinner and I would suggest you do ,1
0,be,outs,neutral,good,spagehetti,positive,All of the pasta was wonderfullasagna and spagehetti with meat sauce were stand outs ,1
0,stand,outs,neutral,good,spagehetti,positive,All of the pasta was wonderfullasagna and spagehetti with meat sauce were stand outs ,1
0,be,drink prices,neutral,good,msc,positive,One fantastic thing about MSC is the drink prices ,1
0,be,,neutral,good,water station,positive,a free 24hour teacoffee fruit tea water station is in the buffet area,1
0,be,usual cruise breakfasts,neutral,good,breakfasts,positive,Breakfasts in Lido buffet were usual cruise breakfasts with everything necessary ,1
0,be,,neutral,good,coffee,positive,Juices water and coffee was available ,1
0,be,,positive,good,dinners,positive,Dinners in the dining room were enjoyable as well ,1
0,be,,neutral,good,offerings,positive,Other offerings salads soups pasta other meat fish seafood desserts were quite pleasant ,1
0,be,course,neutral,good,beer,positive,a pint of beer be prepared to pay almost 9 a pint that of course includes the 15% cabin charge MCS add ,1
0,prepare,prices,neutral,good,beer,positive,a pint of beer prepared to pay almost 9 a pint that of course includes the 15% cabin charge MCS add to all prices on ANYTHING you buy on the ship Duty free excluded ,1
0,be,mealtimes,positive,good,ships staff,neutral,A large proportion of the ships staff were either Brazilian or Indonesian eg Balinese and at mealtimes their cheerful efficiency was always something to look forward to ,1
0,be,booze,neutral,bad,bar staff,negative,All the bar staff are aggressive in pushing booze ,1
0,push,booze,neutral,bad,bar staff,negative,All the bar staff pushing booze ,1
0,be,words,neutral,bad,sign,positive,A welcome aboard sign on the sparkling water is words ,1
0,try,gelato,positive,good,,neutral,You must try the fresh pasta the fantastic assortment of cheese the delicious fruit and of course the gelato ,1
0,assume,soup,positive,good,,neutral,They assume you are going to have an appetizer a salad a soup a pasta a main course and a dessert so the portions are reasonable ,1
0,find,cruise,positive,good,,neutral,We found dining on the cruise a very enjoyable experience ,1
0,use,dinner,positive,good,,neutral,we used the formal dining room for breakfast lunch and dinner ,1
0,understand,good choice,positive,good,,neutral,I understand the American orientated cruise lines do thankfully MSC cruises are more imaginative providing a good choice of internationally flavoured Mediterranean cooking ,1
0,be,,positive,good,desserts,neutral,The desserts were amongst the best we've ever tasted ,1
0,be,,negative,bad,waiters,neutral,The waiters are overworked undertrained and unsupervised ,1
0,be,,negative,bad,food,neutral,Food in the Deck 11 cafeteria was just plain terrible ,1
0,provide,music,positive,bad,fourpiece band,neutral,The fourpiece band providing a wonderful variety of music and tempo ,1
0,be,,neutral,bad,bar staff,negative,The bar staff at the pool bars were very good ,1
0,be,food,negative,bad,,neutral,it was so awful we had the remaining breakfasts in the Le Fontane Room where we could order our food and it would be served hot ,1
0,be,,negative,bad,bagels,neutral,bagels were cold and stale ,1
0,be,,neutral,bad,breakfast,positive,Breakfast in the Le Fontane Room was served warm ,1
0,serve,breakfast,neutral,bad,tasting,positive,warm the breads were generally more normal tasting was served Breakfast in the Le Fontane Room ,1
0,have,staff,neutral,bad,matre,positive,Mario the matre de of the breakfast room had the staff welltrained ,1
0,have,tasty dishes,neutral,bad,lunch buffet,positive,The lunch buffet had few tasty dishes that were enticing ,1
0,encourage,handles,negative,good,passengers,neutral,Passengers encouraged to use a paper towel to avoid contact with handles to open the restroom doors minimizing spread of germs ,1
0,be,,positive,good,food,neutral,The food is really healthy and good ,1
0,be,course,neutral,good,dinner,positive,feast and lunch and dinner are 7 course feasts ,1
0,think,staff,positive,good,,neutral,We thought that the staff was delightful and very helpful to us particularly our dinner waiter and the cocktail wait staff ,1
0,include,aggressimo drink package,neutral,good,wine,positive,specialty coffeesgelato wine beer soft drinks and cocktails includes the Aggressimo drink package ,1
0,cater,,neutral,good,lunch buffets,positive,lunch buffets cater both ,1
0,be,,neutral,good,free afternoon tea,positive,free afternoon tea was available each day ,1
0,be,ok,neutral,bad,board,positive,Lunch and dinner buffets on board were ok ,1
0,be,,negative,bad,restaurant,neutral,the food in the restaurant was the most bland ,1
0,hold,drinks,neutral,bad,glasses,negative,no glasses to hold drinks ,1
0,be,,negative,bad,steaks,neutral,All steaks were overcooked tough ,1
0,be,,positive,bad,salmon,neutral,Salmon was consistently good ,1
0,consist,fruit punch,negative,bad,captain,neutral,The CAPTAIN'S FORMAL GALA consisted of poor quality champagne fruit punch potato chips ,1
0,be,,positive,good,food,neutral,The food was overall quite good ,1
0,do,good selection,positive,good,,neutral,we did found a good selection of tasty items ,1
0,find,good selection,positive,good,,neutral,we did found a good selection of tasty items ,1
0,try,breakfast,neutral,bad,passengers,positive,Almost the entire compliment of passengers trying to get breakfast from the buffet ,1
0,try,things,neutral,bad,coffee,positive,Explanations food coffee attentive service try to make things better all would ,1
0,make,things,neutral,bad,coffee,positive,Explanations food coffee attentive service do try to make things ,1
0,make,cruise experience,neutral,bad,food,positive,Explanations food coffee attentive service willingness do try to make things better all making this cruise experience ,1
0,be,legend,neutral,bad,bar,negative,The bar was just set too high by the legend ,1
0,be,,negative,bad,tours,positive,The quality of the tours was poor ,1
0,be,cabin,positive,good,cruise service,neutral,about our cruise service was excellent food was great our cabin ,1
0,be,great our cabin,positive,good,cruise service,positive,about our cruise service was excellent food was great our cabin ,1
0,get,drink,neutral,good,problem,positive,very helpful and friendly no problem getting a drink ,1
0,be,,negative,bad,service,neutral,Service in the main dinning room is REALLY poor ,1
0,be,cafeteria food,negative,bad,food,neutral,The food is worst than cafeteria food ,1
0,shrimp,brochette,positive,bad,friend,neutral,my friend shrimp brochette and amazing sundaes ,1
0,disturb,,neutral,good,children,negative,nothing to do with hot chocolate our children along with us quite disturbed that someone could be so rude ,1
0,know,breakfast,positive,good,,neutral,we knew to stay clear of the buffet for breakfast ,1
0,have,ok,positive,good,,neutral,I have ever hadThe desserts at dinner were OK We actually enjoyed the buffet desserts better ,1
0,be,ok,positive,good,dinner,positive,some of the best I've ever hadThe desserts at dinner were OK We actually enjoyed the buffet desserts better ,1
0,serve,,neutral,bad,coffee,negative,No tea or coffee served ,1
0,thank,,neutral,good,violinist,positive,Special mention to pianist and violinist in La Cabana and also our drinking companions from Bolton thank you ,1
0,be,meals,positive,bad,,neutral,we didn't were so lucky with our waiter at dinner who was uncommunicative and not interested in how we were enjoying our meals ,1
0,be,pastries,positive,good,snacks,neutral,The snacks in the Top Sail Lounge were delicious tarts fresh fruit pastries etc ,1
0,cook,,neutral,good,fresh pasta,positive,fresh pasta cooked in front of you,1
0,be,,neutral,good,yacht club members,positive,the special dining room for Yacht Club members was ,1
0,be,,negative,bad,food,neutral,The food was very mediocre ,1
0,say,food,neutral,bad,food,negative,The food was very mediocre and other passengers to say the food was inedible ,1
0,be,,neutral,bad,times food,negative,The buffets were plain and at times food was cool ,1
0,be,,neutral,good,staff,positive,The staff from our cabin boys to our dining waiters were fabulous ,1
0,be,,neutral,good,drink,positive,a drink on board cruising is NOT for youAnd finally I absolutely loved ,1
0,be,,neutral,good,choices,positive,plenty of choices were ,1
0,come,plenty,positive,good,,neutral,I came from Asia and we have very tasty palate and the food in MSC fantasia was tasty and delicious and abundant 247 with plenty of choices and selections we even Not Missing our home food ,1
0,like,friendly waiters,positive,bad,,neutral,We liking the beautiful gleaming ships excellent cabin accommodation and good honest Italian cuisine with friendly waiters boasting bags of personality ,1
0,be,,positive,bad,waiter,neutral,3 My cabin steward and waiter were both very nice and courteous ,1
0,be,extremely small portions,neutral,bad,meals,positive,most meals are meatless and in extremely small portions ,1
0,be,,neutral,bad,breakfast buffet,positive,5 The breakfast buffet is the SAME everyday ,1
0,be,time,neutral,bad,meals,positive,6 The breakfast restaurant meals are the SAME everyday and really not worth the time ,1
0,be,,neutral,good,breakfast,positive,I found the MDR for breakfast was great ,1
0,be,,positive,good,service,neutral,Service in the dining room was quick and efficient ,1
0,be,restraunt style,neutral,good,breakfast,positive,Breakfast and lunch is served restraunt style in two dining rooms,1
0,become,eye watering,neutral,bad,casino,positive,the Casino became eye watering ,1
0,be,,negative,bad,music,neutral,music in the bars and public spaces was mediocre ,1
0,be,euros,positive,good,drinks package,neutral,the drinks package was great value cost approx 23 euros each per day a good selection of branded drinks and cocktails were available at all times plus ice More ,1
0,find,breakfast,positive,good,problem,neutral,no problem finding a nice place to eat breakfast at a reasonable price ,1
0,tell,,neutral,good,opportunity,negative,I was not too happy to find the opportunity to purchase the drinks package as we got to the cruise terminal in Dubai was told ,1
0,have,,neutral,good,glass,positive,a glass of wine or two and for sundowner we always enjoyed a glass of sparkling wine on the deck had ,1
0,enjoy,glass,positive,good,,neutral,we enjoyed a glass of sparkling wine on the deck ,1
0,be,main dining room,positive,good,food,neutral,The quality of food was excellent at the main dining room ,1
